,lnc,blnc,gnc,places,transitions,in_agent_ratio,out_agent_ratio,places_communication
0,0.47579365079365077,0.47579365079365077,0.44999999999999996,13,5,0.8,0.8,3
0,0.4845238095238096,0.4845238095238096,0.45679012345679015,13,5,0.8,0.8,3
0,0.5619047619047619,0.5619047619047619,0.5342465753424658,13,5,0.8,0.8,3
0,0.611111111111111,0.6111111111111112,0.5538461538461539,13,5,0.8,0.8,3
0,0.5922619047619049,0.5922619047619049,0.5217391304347826,13,5,0.8,0.8,3
0,0.7049603174603174,0.7049603174603174,0.6065573770491803,13,5,0.8,0.8,3
0,0.4672619047619049,0.46726190476190477,0.4415584415584416,13,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,13,5,0.8,0.8,3
0,0.6924603174603174,0.6924603174603174,0.576271186440678,13,5,0.8,0.8,3
0,0.5333333333333334,0.5333333333333333,0.5135135135135135,13,5,0.8,0.8,3
0,0.4652777777777779,0.4652777777777778,0.4444444444444444,13,5,0.8,0.8,3
0,0.6349206349206349,0.6349206349206349,0.5671641791044777,13,5,0.8,0.8,3
0,0.48531746031746026,0.48531746031746037,0.4794520547945206,13,5,0.8,0.8,3
0,0.5176587301587302,0.5176587301587301,0.4933333333333333,13,5,0.8,0.8,3
0,0.506547619047619,0.506547619047619,0.4657534246575342,13,5,0.8,0.8,3
0,0.5521031746031746,0.5521031746031746,0.5285714285714286,13,5,0.8,0.8,3
0,0.5041666666666667,0.5041666666666667,0.48051948051948057,13,5,0.8,0.8,3
0,0.4353174603174603,0.4353174603174603,0.4375,13,5,0.8,0.8,3
0,0.4103174603174604,0.4103174603174603,0.41975308641975306,13,5,0.8,0.8,3
0,0.408531746031746,0.408531746031746,0.41463414634146345,13,5,0.8,0.8,3
0,0.5033730158730159,0.5033730158730159,0.4626865671641791,13,5,0.8,0.8,3
0,0.5057539682539682,0.5057539682539682,0.47560975609756095,13,5,0.8,0.8,3
0,0.5507936507936508,0.5507936507936508,0.5194805194805194,13,5,0.8,0.8,3
0,0.5430555555555556,0.5430555555555556,0.4931506849315068,13,5,0.8,0.8,3
0,0.5041666666666667,0.5041666666666667,0.48051948051948057,13,5,0.8,0.8,3
0,0.5008730158730159,0.5008730158730159,0.5076923076923077,13,5,0.8,0.8,3
0,0.7083333333333333,0.7083333333333333,0.5614035087719298,13,5,0.8,0.8,3
0,0.5692460317460317,0.5692460317460317,0.5205479452054795,13,5,0.8,0.8,3
0,0.43273809523809526,0.43273809523809526,0.4155844155844156,13,5,0.8,0.8,3
0,0.6142857142857143,0.6142857142857143,0.5757575757575757,13,5,0.8,0.8,3
0,0.4305555555555556,0.4305555555555556,0.43181818181818177,13,5,0.8,0.8,3
0,0.4861904761904763,0.4861904761904763,0.45333333333333337,13,5,0.8,0.8,3
0,0.44999999999999996,0.44999999999999996,0.44594594594594594,13,5,0.8,0.8,3
0,0.5797619047619048,0.5797619047619048,0.5142857142857142,13,5,0.8,0.8,3
0,0.4640873015873016,0.4640873015873016,0.45945945945945943,13,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5689655172413793,13,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.5967741935483871,13,5,0.8,0.8,3
0,0.5285714285714286,0.5285714285714286,0.5277777777777778,13,5,0.8,0.8,3
0,0.5416666666666667,0.5416666666666666,0.48611111111111116,13,5,0.8,0.8,3
0,0.4275793650793651,0.4275793650793651,0.430379746835443,13,5,0.8,0.8,3
0,0.46289682539682553,0.4628968253968254,0.45882352941176474,13,5,0.8,0.8,3
0,0.48349206349206353,0.4834920634920634,0.4666666666666667,13,5,0.8,0.8,3
0,0.7317460317460317,0.7317460317460317,0.6271186440677966,13,5,0.8,0.8,3
0,0.5968253968253969,0.5968253968253969,0.5238095238095238,13,5,0.8,0.8,3
0,0.4233730158730159,0.4233730158730158,0.43243243243243246,13,5,0.8,0.8,3
0,0.4796825396825397,0.4796825396825397,0.4342105263157895,13,5,0.8,0.8,3
0,0.4992063492063493,0.4992063492063492,0.4675324675324676,13,5,0.8,0.8,3
0,0.48849206349206353,0.48849206349206353,0.4657534246575342,13,5,0.8,0.8,3
0,0.7013888888888888,0.7013888888888888,0.5833333333333333,13,5,0.8,0.8,3
0,0.5463888888888889,0.5463888888888888,0.5,13,5,0.8,0.8,3
0,0.49523809523809526,0.49523809523809526,0.472972972972973,13,5,0.8,0.8,3
0,0.48742063492063503,0.4874206349206349,0.4722222222222222,13,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.6031746031746033,13,5,0.8,0.8,3
0,0.6055555555555556,0.6055555555555556,0.5454545454545454,13,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5967741935483871,13,5,0.8,0.8,3
0,0.4831349206349207,0.4831349206349207,0.45569620253164556,13,5,0.8,0.8,3
0,0.5972222222222222,0.5972222222222222,0.5138888888888888,13,5,0.8,0.8,3
0,0.701388888888889,0.701388888888889,0.5833333333333333,13,5,0.8,0.8,3
0,0.41666666666666674,0.41666666666666674,0.41860465116279066,13,5,0.8,0.8,3
0,0.5,0.5,0.5,13,5,0.8,0.8,3
0,0.6081349206349207,0.6081349206349207,0.5352112676056338,13,5,0.8,0.8,3
0,0.5083333333333334,0.5083333333333333,0.4722222222222222,13,5,0.8,0.8,3
0,0.7140873015873016,0.7140873015873016,0.6101694915254237,13,5,0.8,0.8,3
0,0.7083333333333333,0.7083333333333333,0.5967741935483871,13,5,0.8,0.8,3
0,0.6910714285714286,0.6910714285714286,0.5555555555555556,13,5,0.8,0.8,3
0,0.5404761904761906,0.5404761904761906,0.5223880597014925,13,5,0.8,0.8,3
0,0.6051587301587301,0.6051587301587302,0.5373134328358209,13,5,0.8,0.8,3
0,0.4803571428571429,0.4803571428571429,0.4605263157894737,13,5,0.8,0.8,3
0,0.5277777777777778,0.5277777777777777,0.49350649350649356,13,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.6153846153846154,13,5,0.8,0.8,3
0,0.513888888888889,0.513888888888889,0.48611111111111116,13,5,0.8,0.8,3
0,0.5049603174603174,0.5049603174603174,0.45945945945945943,13,5,0.8,0.8,3
0,0.6924603174603174,0.6924603174603174,0.5901639344262295,13,5,0.8,0.8,3
0,0.5779761904761905,0.5779761904761905,0.5138888888888888,13,5,0.8,0.8,3
0,0.6265873015873016,0.6265873015873016,0.5606060606060606,13,5,0.8,0.8,3
0,0.5616666666666668,0.5616666666666666,0.5396825396825398,13,5,0.8,0.8,3
0,0.5267063492063492,0.5267063492063493,0.5,13,5,0.8,0.8,3
0,0.44424603174603183,0.44424603174603183,0.4444444444444444,13,5,0.8,0.8,3
0,0.4992063492063492,0.4992063492063492,0.4675324675324676,13,5,0.8,0.8,3
0,0.5422619047619047,0.5422619047619048,0.4931506849315068,13,5,0.8,0.8,3
0,0.5261904761904763,0.5261904761904762,0.5,13,5,0.8,0.8,3
0,0.5446428571428571,0.5446428571428572,0.48484848484848486,13,5,0.8,0.8,3
0,0.4936507936507937,0.4936507936507937,0.4871794871794872,13,5,0.8,0.8,3
0,0.4452380952380952,0.4452380952380952,0.44705882352941173,13,5,0.8,0.8,3
0,0.4652777777777779,0.4652777777777778,0.4375,13,5,0.8,0.8,3
0,0.7279761904761906,0.7279761904761906,0.5964912280701755,13,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5833333333333333,13,5,0.8,0.8,3
0,0.5611111111111111,0.5611111111111111,0.48571428571428577,13,5,0.8,0.8,3
0,0.5444444444444445,0.5444444444444445,0.5277777777777778,13,5,0.8,0.8,3
0,0.426984126984127,0.426984126984127,0.43023255813953487,13,5,0.8,0.8,3
0,0.5835317460317461,0.583531746031746,0.5147058823529411,13,5,0.8,0.8,3
0,0.5987301587301588,0.5987301587301588,0.5396825396825398,13,5,0.8,0.8,3
0,0.4957936507936508,0.4957936507936509,0.4776119402985075,13,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,13,5,0.8,0.8,3
0,0.7138888888888889,0.7138888888888889,0.6129032258064516,13,5,0.8,0.8,3
0,0.5641666666666667,0.5641666666666667,0.5396825396825398,13,5,0.8,0.8,3
0,0.6142857142857143,0.6142857142857143,0.5757575757575757,13,5,0.8,0.8,3
0,0.7063492063492063,0.7063492063492063,0.5833333333333333,13,5,0.8,0.8,3
0,0.7063492063492063,0.7063492063492063,0.5967741935483871,13,5,0.8,0.8,3
0,0.5416666666666667,0.5416666666666667,0.5538461538461539,14,5,0.8,0.8,3
0,0.472420634920635,0.4724206349206349,0.4691358024691358,14,5,0.8,0.8,3
0,0.6599999999999999,0.66,0.6190476190476191,14,5,0.8,0.8,3
0,0.6785714285714286,0.6785714285714286,0.576271186440678,14,5,0.8,0.8,3
0,0.5642857142857143,0.5642857142857143,0.5373134328358209,14,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.5967741935483871,14,5,0.8,0.8,3
0,0.506547619047619,0.506547619047619,0.48051948051948057,14,5,0.8,0.8,3
0,0.7277777777777777,0.7277777777777777,0.6065573770491803,14,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.6153846153846154,14,5,0.8,0.8,3
0,0.49384920634920637,0.49384920634920637,0.4871794871794872,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5967741935483871,14,5,0.8,0.8,3
0,0.44404761904761914,0.444047619047619,0.4444444444444444,14,5,0.8,0.8,3
0,0.7063492063492063,0.7063492063492063,0.5901639344262295,14,5,0.8,0.8,3
0,0.7208333333333333,0.7208333333333333,0.6190476190476191,14,5,0.8,0.8,3
0,0.4636904761904762,0.4636904761904762,0.46341463414634143,14,5,0.8,0.8,3
0,0.5833333333333333,0.5833333333333333,0.527027027027027,14,5,0.8,0.8,3
0,0.6910714285714286,0.6910714285714286,0.5714285714285714,14,5,0.8,0.8,3
0,0.7214285714285714,0.7214285714285714,0.6557377049180328,14,5,0.8,0.8,3
0,0.7083333333333333,0.7083333333333333,0.5967741935483871,14,5,0.8,0.8,3
0,0.7333333333333333,0.7333333333333333,0.6206896551724138,14,5,0.8,0.8,3
0,0.4375000000000001,0.4375,0.4382022471910112,14,5,0.8,0.8,3
0,0.6224206349206349,0.6224206349206349,0.536231884057971,14,5,0.8,0.8,3
0,0.5168650793650794,0.5168650793650794,0.4871794871794872,14,5,0.8,0.8,3
0,0.7083333333333333,0.7083333333333333,0.5967741935483871,14,5,0.8,0.8,3
0,0.5524603174603174,0.5524603174603175,0.5147058823529411,14,5,0.8,0.8,3
0,0.6097222222222223,0.6097222222222222,0.5342465753424658,14,5,0.8,0.8,3
0,0.4652777777777778,0.4652777777777778,0.4642857142857143,14,5,0.8,0.8,3
0,0.6924603174603174,0.6924603174603174,0.5454545454545454,14,5,0.8,0.8,3
0,0.5077777777777779,0.5077777777777778,0.4675324675324676,14,5,0.8,0.8,3
0,0.6875,0.6875,0.5454545454545454,14,5,0.8,0.8,3
0,0.6994047619047619,0.6994047619047619,0.5967741935483871,14,5,0.8,0.8,3
0,0.47472222222222227,0.47472222222222216,0.4342105263157895,14,5,0.8,0.8,3
0,0.44880952380952377,0.44880952380952377,0.44705882352941173,14,5,0.8,0.8,3
0,0.6857142857142857,0.6857142857142857,0.6065573770491803,14,5,0.8,0.8,3
0,0.511904761904762,0.5119047619047619,0.5064935064935066,14,5,0.8,0.8,3
0,0.4976190476190476,0.4976190476190476,0.5,14,5,0.8,0.8,3
0,0.5103174603174603,0.5103174603174603,0.5063291139240507,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5967741935483871,14,5,0.8,0.8,3
0,0.4216269841269842,0.4216269841269842,0.4252873563218391,14,5,0.8,0.8,3
0,0.6528571428571428,0.6528571428571428,0.6,14,5,0.8,0.8,3
0,0.46686507936507937,0.46686507936507926,0.4358974358974359,14,5,0.8,0.8,3
0,0.5041666666666667,0.5041666666666667,0.47560975609756095,14,5,0.8,0.8,3
0,0.5892460317460317,0.5892460317460317,0.5303030303030303,14,5,0.8,0.8,3
0,0.5009920634920635,0.5009920634920635,0.49367088607594933,14,5,0.8,0.8,3
0,0.49063492063492076,0.49063492063492065,0.4666666666666667,14,5,0.8,0.8,3
0,0.549404761904762,0.5494047619047618,0.49295774647887325,14,5,0.8,0.8,3
0,0.5531746031746032,0.5531746031746032,0.5205479452054795,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,14,5,0.8,0.8,3
0,0.5922619047619048,0.5922619047619048,0.5428571428571429,14,5,0.8,0.8,3
0,0.4650793650793651,0.4650793650793651,0.4642857142857143,14,5,0.8,0.8,3
0,0.5007936507936508,0.5007936507936508,0.44285714285714284,14,5,0.8,0.8,3
0,0.43432539682539684,0.4343253968253967,0.43529411764705883,14,5,0.8,0.8,3
0,0.719047619047619,0.719047619047619,0.6296296296296297,14,5,0.8,0.8,3
0,0.5390873015873016,0.5390873015873016,0.5138888888888888,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,14,5,0.8,0.8,3
0,0.5769841269841269,0.576984126984127,0.5074626865671642,14,5,0.8,0.8,3
0,0.580952380952381,0.5809523809523809,0.5135135135135135,14,5,0.8,0.8,3
0,0.5081349206349206,0.5081349206349206,0.4810126582278481,14,5,0.8,0.8,3
0,0.5150793650793651,0.515079365079365,0.4871794871794872,14,5,0.8,0.8,3
0,0.449404761904762,0.44940476190476186,0.4487179487179487,14,5,0.8,0.8,3
0,0.5512698412698414,0.5512698412698414,0.5142857142857142,14,5,0.8,0.8,3
0,0.6208333333333333,0.6208333333333333,0.5492957746478873,14,5,0.8,0.8,3
0,0.5634920634920635,0.5634920634920635,0.5135135135135135,14,5,0.8,0.8,3
0,0.6924603174603174,0.6924603174603174,0.576271186440678,14,5,0.8,0.8,3
0,0.5928571428571429,0.5928571428571429,0.5492957746478873,14,5,0.8,0.8,3
0,0.6292857142857142,0.6292857142857142,0.5737704918032787,14,5,0.8,0.8,3
0,0.5190476190476191,0.519047619047619,0.5128205128205128,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,14,5,0.8,0.8,3
0,0.5261904761904762,0.5261904761904761,0.49295774647887325,14,5,0.8,0.8,3
0,0.5081349206349206,0.5081349206349206,0.4810126582278481,14,5,0.8,0.8,3
0,0.46924603174603174,0.46924603174603174,0.4657534246575342,14,5,0.8,0.8,3
0,0.7051587301587301,0.7051587301587301,0.5740740740740741,14,5,0.8,0.8,3
0,0.7279761904761904,0.7279761904761904,0.5964912280701755,14,5,0.8,0.8,3
0,0.6136904761904762,0.6136904761904762,0.5294117647058824,14,5,0.8,0.8,3
0,0.44960317460317456,0.44960317460317456,0.44999999999999996,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5967741935483871,14,5,0.8,0.8,3
0,0.44305555555555554,0.44305555555555554,0.4487179487179487,14,5,0.8,0.8,3
0,0.4581349206349207,0.4581349206349207,0.46153846153846156,14,5,0.8,0.8,3
0,0.683531746031746,0.683531746031746,0.5689655172413793,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5833333333333333,14,5,0.8,0.8,3
0,0.42638888888888893,0.42638888888888893,0.430379746835443,14,5,0.8,0.8,3
0,0.5597222222222222,0.5597222222222222,0.5070422535211268,14,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.609375,14,5,0.8,0.8,3
0,0.6222222222222222,0.6222222222222222,0.5416666666666667,14,5,0.8,0.8,3
0,0.49222222222222234,0.4922222222222222,0.47435897435897434,14,5,0.8,0.8,3
0,0.4371031746031746,0.4371031746031746,0.4375,14,5,0.8,0.8,3
0,0.4330555555555555,0.4330555555555555,0.43999999999999995,14,5,0.8,0.8,3
0,0.5214285714285716,0.5214285714285715,0.5205479452054795,14,5,0.8,0.8,3
0,0.6150793650793651,0.6150793650793651,0.5416666666666667,14,5,0.8,0.8,3
0,0.5390873015873016,0.5390873015873016,0.5142857142857142,14,5,0.8,0.8,3
0,0.5938095238095238,0.5938095238095238,0.546875,14,5,0.8,0.8,3
0,0.4976190476190476,0.4976190476190476,0.45945945945945943,14,5,0.8,0.8,3
0,0.5779761904761905,0.5779761904761904,0.5217391304347826,14,5,0.8,0.8,3
0,0.533531746031746,0.533531746031746,0.5066666666666666,14,5,0.8,0.8,3
0,0.6277777777777778,0.6277777777777778,0.5555555555555556,14,5,0.8,0.8,3
0,0.5928571428571429,0.5928571428571429,0.5522388059701493,14,5,0.8,0.8,3
0,0.6047619047619048,0.6047619047619047,0.5571428571428572,14,5,0.8,0.8,3
0,0.7206349206349206,0.7206349206349206,0.6,14,5,0.8,0.8,3
0,0.5606349206349206,0.5606349206349206,0.5072463768115942,14,5,0.8,0.8,3
0,0.4180555555555556,0.4180555555555556,0.42307692307692313,14,5,0.8,0.8,3
0,0.48888888888888893,0.48888888888888893,0.4878048780487805,15,5,0.8,0.8,3
0,0.4994047619047619,0.4994047619047619,0.4933333333333333,15,5,0.8,0.8,3
0,0.4555555555555556,0.4555555555555555,0.4545454545454546,15,5,0.8,0.8,3
0,0.484920634920635,0.484920634920635,0.4819277108433735,15,5,0.8,0.8,3
0,0.4924603174603175,0.4924603174603175,0.48684210526315785,15,5,0.8,0.8,3
0,0.4517460317460318,0.4517460317460318,0.46153846153846156,15,5,0.8,0.8,3
0,0.5041666666666667,0.5041666666666667,0.48051948051948057,15,5,0.8,0.8,3
0,0.7013888888888888,0.7013888888888888,0.576271186440678,15,5,0.8,0.8,3
0,0.6726190476190477,0.6726190476190476,0.5932203389830508,15,5,0.8,0.8,3
0,0.7216269841269841,0.7216269841269841,0.6206896551724138,15,5,0.8,0.8,3
0,0.7138888888888889,0.7138888888888889,0.6065573770491803,15,5,0.8,0.8,3
0,0.5357142857142858,0.5357142857142857,0.5138888888888888,15,5,0.8,0.8,3
0,0.5206349206349208,0.5206349206349207,0.49367088607594933,15,5,0.8,0.8,3
0,0.6944444444444444,0.6944444444444444,0.5901639344262295,15,5,0.8,0.8,3
0,0.6924603174603174,0.6924603174603174,0.5833333333333333,15,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,15,5,0.8,0.8,3
0,0.5793650793650793,0.5793650793650793,0.5263157894736843,15,5,0.8,0.8,3
0,0.6944444444444444,0.6944444444444444,0.5967741935483871,15,5,0.8,0.8,3
0,0.6,0.6,0.5507246376811594,15,5,0.8,0.8,3
0,0.4484126984126984,0.4484126984126984,0.4512195121951219,15,5,0.8,0.8,3
0,0.482936507936508,0.482936507936508,0.45569620253164556,15,5,0.8,0.8,3
0,0.5023809523809525,0.5023809523809524,0.4683544303797469,15,5,0.8,0.8,3
0,0.6694444444444445,0.6694444444444445,0.5660377358490566,15,5,0.8,0.8,3
0,0.5543650793650794,0.5543650793650794,0.5,15,5,0.8,0.8,3
0,0.48829365079365084,0.48829365079365084,0.4625,15,5,0.8,0.8,3
0,0.5166666666666667,0.5166666666666667,0.5135135135135135,15,5,0.8,0.8,3
0,0.5652777777777779,0.5652777777777778,0.5066666666666666,15,5,0.8,0.8,3
0,0.4291666666666667,0.4291666666666667,0.43023255813953487,15,5,0.8,0.8,3
0,0.5402777777777777,0.5402777777777779,0.48684210526315785,15,5,0.8,0.8,3
0,0.5208333333333333,0.5208333333333333,0.49367088607594933,15,5,0.8,0.8,3
0,0.511904761904762,0.5119047619047619,0.4657534246575342,15,5,0.8,0.8,3
0,0.7136904761904762,0.7136904761904762,0.6065573770491803,15,5,0.8,0.8,3
0,0.46904761904761905,0.46904761904761905,0.472972972972973,15,5,0.8,0.8,3
0,0.5714285714285714,0.5714285714285714,0.5454545454545454,15,5,0.8,0.8,3
0,0.46904761904761916,0.46904761904761916,0.4736842105263158,15,5,0.8,0.8,3
0,0.5208333333333333,0.5208333333333333,0.49350649350649356,15,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.6031746031746033,15,5,0.8,0.8,3
0,0.6642857142857143,0.6642857142857143,0.6065573770491803,15,5,0.8,0.8,3
0,0.6446428571428572,0.6446428571428571,0.5555555555555556,15,5,0.8,0.8,3
0,0.6817460317460317,0.6817460317460318,0.6065573770491803,15,5,0.8,0.8,3
0,0.4305555555555556,0.4305555555555556,0.43181818181818177,15,5,0.8,0.8,3
0,0.5706349206349206,0.5706349206349206,0.5135135135135135,15,5,0.8,0.8,3
0,0.46857142857142864,0.4685714285714285,0.472972972972973,15,5,0.8,0.8,3
0,0.4138492063492064,0.4138492063492063,0.42307692307692313,15,5,0.8,0.8,3
0,0.6531746031746032,0.6531746031746032,0.582089552238806,15,5,0.8,0.8,3
0,0.5081349206349207,0.5081349206349206,0.4810126582278481,15,5,0.8,0.8,3
0,0.44186507936507935,0.44186507936507935,0.4390243902439024,15,5,0.8,0.8,3
0,0.4722222222222223,0.4722222222222222,0.4444444444444444,15,5,0.8,0.8,3
0,0.5571428571428572,0.5571428571428572,0.5342465753424658,15,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.6031746031746033,15,5,0.8,0.8,3
0,0.576388888888889,0.576388888888889,0.5285714285714286,15,5,0.8,0.8,3
0,0.6065476190476191,0.606547619047619,0.5303030303030303,15,5,0.8,0.8,3
0,0.7531746031746032,0.7531746031746032,0.6724137931034483,15,5,0.8,0.8,3
0,0.5438492063492063,0.5438492063492064,0.513157894736842,15,5,0.8,0.8,3
0,0.6668650793650793,0.6668650793650794,0.6,15,5,0.8,0.8,3
0,0.6263888888888889,0.6263888888888889,0.5441176470588236,15,5,0.8,0.8,3
0,0.5990873015873016,0.5990873015873016,0.5606060606060606,15,5,0.8,0.8,3
0,0.6152777777777778,0.6152777777777778,0.5652173913043479,15,5,0.8,0.8,3
0,0.5174603174603175,0.5174603174603174,0.4933333333333333,15,5,0.8,0.8,3
0,0.6404761904761904,0.6404761904761904,0.5714285714285714,15,5,0.8,0.8,3
0,0.4547619047619048,0.4547619047619048,0.45569620253164556,15,5,0.8,0.8,3
0,0.5833333333333334,0.5833333333333334,0.5217391304347826,15,5,0.8,0.8,3
0,0.7083333333333333,0.7083333333333333,0.5967741935483871,15,5,0.8,0.8,3
0,0.5549603174603175,0.5549603174603175,0.5223880597014925,15,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.609375,15,5,0.8,0.8,3
0,0.4928571428571429,0.4928571428571429,0.49367088607594933,15,5,0.8,0.8,3
0,0.43273809523809526,0.43273809523809526,0.43529411764705883,15,5,0.8,0.8,3
0,0.5853174603174603,0.5853174603174602,0.536231884057971,15,5,0.8,0.8,3
0,0.5904761904761905,0.5904761904761905,0.5405405405405406,15,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.5901639344262295,15,5,0.8,0.8,3
0,0.4986111111111111,0.4986111111111111,0.4698795180722891,15,5,0.8,0.8,3
0,0.7222222222222222,0.7222222222222222,0.6031746031746033,15,5,0.8,0.8,3
0,0.552579365079365,0.5525793650793651,0.5352112676056338,15,5,0.8,0.8,3
0,0.48571428571428577,0.48571428571428577,0.4871794871794872,15,5,0.8,0.8,3
0,0.7119047619047618,0.7119047619047618,0.6065573770491803,15,5,0.8,0.8,3
0,0.7121031746031746,0.7121031746031746,0.6101694915254237,15,5,0.8,0.8,3
0,0.5722222222222222,0.5722222222222222,0.5277777777777778,15,5,0.8,0.8,3
0,0.5263888888888889,0.5263888888888889,0.5,15,5,0.8,0.8,3
0,0.4922619047619048,0.4922619047619048,0.48684210526315785,15,5,0.8,0.8,3
0,0.514484126984127,0.514484126984127,0.5068493150684932,15,5,0.8,0.8,3
0,0.513968253968254,0.513968253968254,0.4810126582278481,15,5,0.8,0.8,3
0,0.42361111111111116,0.42361111111111116,0.4252873563218391,15,5,0.8,0.8,3
0,0.47023809523809523,0.4702380952380951,0.4444444444444444,15,5,0.8,0.8,3
0,0.534920634920635,0.5349206349206349,0.5063291139240507,15,5,0.8,0.8,3
0,0.4285714285714286,0.4285714285714286,0.43181818181818177,15,5,0.8,0.8,3
0,0.5563492063492064,0.5563492063492064,0.5066666666666666,15,5,0.8,0.8,3
0,0.7777777777777778,0.7777777777777778,0.6296296296296297,15,5,0.8,0.8,3
0,0.7063492063492063,0.7063492063492063,0.5967741935483871,15,5,0.8,0.8,3
0,0.5531746031746032,0.5531746031746032,0.5277777777777778,15,5,0.8,0.8,3
0,0.5541666666666667,0.5541666666666667,0.5,15,5,0.8,0.8,3
0,0.5357142857142858,0.5357142857142857,0.5142857142857142,15,5,0.8,0.8,3
0,0.4492063492063493,0.44920634920634916,0.4512195121951219,15,5,0.8,0.8,3
0,0.43432539682539695,0.43432539682539684,0.43529411764705883,15,5,0.8,0.8,3
0,0.5057539682539682,0.5057539682539682,0.47560975609756095,15,5,0.8,0.8,3
0,0.5134920634920636,0.5134920634920636,0.4871794871794872,15,5,0.8,0.8,3
0,0.5281746031746032,0.5281746031746032,0.49295774647887325,15,5,0.8,0.8,3
0,0.5777777777777778,0.5777777777777777,0.5263157894736843,15,5,0.8,0.8,3
0,0.5285714285714287,0.5285714285714285,0.5,15,5,0.8,0.8,3
0,0.5192460317460317,0.5192460317460318,0.49350649350649356,15,5,0.8,0.8,3
0,0.5619047619047619,0.5619047619047619,0.5138888888888888,15,5,0.8,0.8,3
0,0.6706349206349207,0.6706349206349206,0.582089552238806,16,5,0.8,0.8,3
0,0.5706349206349206,0.5706349206349206,0.5211267605633803,16,5,0.8,0.8,3
0,0.5671428571428571,0.5671428571428572,0.5606060606060606,16,5,0.8,0.8,3
0,0.6000000000000001,0.6,0.5571428571428572,16,5,0.8,0.8,3
0,0.6071428571428572,0.6071428571428572,0.5483870967741935,16,5,0.8,0.8,3
0,0.4722222222222223,0.4722222222222222,0.4444444444444444,16,5,0.8,0.8,3
0,0.4827380952380953,0.4827380952380953,0.4415584415584416,16,5,0.8,0.8,3
0,0.5285714285714286,0.5285714285714286,0.5070422535211268,16,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.609375,16,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.609375,16,5,0.8,0.8,3
0,0.5408333333333334,0.5408333333333333,0.5211267605633803,16,5,0.8,0.8,3
0,0.43591269841269853,0.4359126984126984,0.4367816091954023,16,5,0.8,0.8,3
0,0.7152777777777778,0.7152777777777778,0.609375,16,5,0.8,0.8,3
0,0.721031746031746,0.721031746031746,0.6166666666666667,16,5,0.8,0.8,3
0,0.7063492063492063,0.7063492063492063,0.5967741935483871,16,5,0.8,0.8,3
0,0.5011904761904762,0.5011904761904762,0.47435897435897434,16,5,0.8,0.8,3
0,0.4722222222222222,0.4722222222222222,0.47058823529411764,16,5,0.8,0.8,3
0,0.5261904761904763,0.5261904761904762,0.5070422535211268,16,5,0.8,0.8,3
0,0.6357142857142858,0.6357142857142857,0.5932203389830508,16,5,0.8,0.8,3
0,0.46619047619047627,0.46619047619047627,0.4675324675324676,16,5,0.8,0.8,3
0,0.6261904761904762,0.6261904761904762,0.5571428571428572,16,5,0.8,0.8,3
0,0.5380952380952382,0.5380952380952381,0.5063291139240507,16,5,0.8,0.8,3
0,0.5222222222222223,0.5222222222222221,0.49382716049382713,16,5,0.8,0.8,3
0,0.7277777777777777,0.7277777777777777,0.6190476190476191,16,5,0.8,0.8,3
0,0.4930555555555556,0.4930555555555556,0.4642857142857143,16,5,0.8,0.8,3
0,0.5285714285714286,0.5285714285714286,0.5277777777777778,16,5,0.8,0.8,3
0,0.506547619047619,0.506547619047619,0.48051948051948057,16,5,0.8,0.8,3
0,0.726388888888889,0.726388888888889,0.6290322580645161,16,5,0.8,0.8,3
0,0.535515873015873,0.535515873015873,0.5070422535211268,16,5,0.8,0.8,3
0,0.5222222222222223,0.5222222222222221,0.49382716049382713,16,5,0.8,0.8,3
